z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
81,105, , ,27.5,EC+B+,100,A,6, , ,,,185978654787,-19882940,
81,106, , ,51,EC+B+,100,A,0.03, , ,,,186975904.74,-22444592,
81,107,5.4017, ,71,EC+B+,100, , , , ,,,187976020886,-22336403,
81,108, , ,138,EC+B+,100, , , , ,,,188973573525,-24616105,
81,109,5.4121, ,156,EC+B+,100, , , , ,,,189973841771,-24366236,
81,110,5.4169, , , , , , , , ,,,190971784093,-26282951,
81,111,5.4191, ,576,EC+B+,100, , , , ,,,191972225,-25872249,
81,112,5.4243, ,1296,EC+B+,100, , , , ,,,192970501994,-27477218,
81,113,5.4259, ,1980,EC+B+,100,A,0.0000001, , ,,,193971081408,-26937498,
81,114,5.4325, ,4176,EC+B+,100, , , , ,,,194969774052,-28155292,
81,115,5.4327, ,6624,EC+B+,100, , , , ,,,195970481189,-27496598,
81,116,5.4388, ,10224,EC+B+,100, , , , ,,,196969560492,-28354222,
81,117,5.4396, ,19080,EC+B+,100, , , , ,,,197970446669,-27528753,
81,118,5.4479, ,26712,EC+B+,100, , , , ,,,198969877,-28059397,
81,119,5.4491, ,93960,EC+B+,100, , , , ,,,199970963608,-27047227,
81,120,5.4573, ,262837.44,EC,100, , , , ,,,200970820235,-27180778,
81,121,5.4595, ,1063584,EC+B+,100, , , , ,,,201972108874,-25980419,
81,122,5.4666,29515, , , , , , , ,,,202972344098,-25761309,
81,123,5.4704, ,119379850.961882,B-,97.08,EC+B+,2.92, , ,,,203973863.42,-24346070,
81,124,5.4759,70485, , , , , , , ,,,204974427318,-23820802,
81,125, , ,252.12,B-,100, , , , ,,,205976110108,-22253293,
81,126,5.4853, ,286.2,B-,100, , , , ,,,206977418605,-21034436,
81,127,5.4946, ,183.18,B-,100, , , , ,,,207982018006,-16750121,
81,128, , ,129.72,B-,100, , , , ,,,208985351713,-13644793,
81,129, , ,78,B-,100,B-N,7, , ,,,209990072942,-9246996,
81,130, , ,88,B-,100,B-N, , , ,,,210993475,-6077999,
81,131, , ,30.9,B-,100,B-N,1.8, , ,,,211998335,-1551,
81,132, , ,23.8,B-,100,B-N,7.6, , ,,,213001915,1783811,
81,133, , ,11,B-,100,B-N,34, , ,,,214006940,6465,
81,134, , ,0.0000003,B-N, ,B-, , , ,,,215010768,10030,
81,135, , ,0.0000003,B-N, ,B-, , , ,,,216015964,14870,
81,136, , , ,B-,100,B-N, , , ,,,217020032,18660,
82,96, , ,0.00012,A,100, , , , ,,,178003836171,3573371,
82,97, , ,0.0035,A,100, , , , ,,,179002202492,2051608,
82,98, , ,0.0041,A,100, , , , ,,,179997916177,-1941069,
82,99, , ,45,A,100, , , , ,,,180996660.6,-3110631,
82,100,5.3788, ,55,A,98,EC+B+,2, , ,,,181992673537,-6824556,
82,101,5.3869, ,535,A,90, , , , ,,,182991862527,-7580008,
82,102,5.393, ,0.49,A,80,EC+B+,20, , ,,,183988135634,-11051586,
82,103,5.3984, ,6.3,A,34,EC+B+, , , ,,,184987610,-11541211,
82,104,5.4027, ,4.82,EC+B+,60,A,40, , ,,,185984239409,-14680897,
82,105,5.4079, ,15.2,EC+B+,90.5,A,9.5, , ,,,186983910842,-14986955,
82,106,5.4139, ,25.5,EC+B+,91.5,A,8.5, , ,,,187980879079,-17811024,
82,107,5.4177, ,39,EC+B+,100,A,0.4, , ,,,188980843658,-17844019,
82,108,5.4222, ,71,EC+B+,99.6,A,0.4, , ,,,189978081872,-20416607,
82,109,5.4229, ,79.8,EC+B+,99987,A,13, , ,,,190978216455,-20291243,
82,110,5.43, ,210,EC+B+,99.9941,A,0.0059, , ,,,191975789598,-22551846,
82,111,5.431, , ,EC+B+, , , , , ,,,192976135914,-22229255,
82,112,5.4372, ,642,EC+B+,100,A,0.0000073, , ,,,193974011788,-24207866,
82,113,5.4389, ,900,EC+B+,100, , , , ,,,194974516167,-23738039,
82,114,5.4444, ,2220,EC+B+,100,A,0.00003, , ,,,195972787552,-25348234,
82,115,5.4446, ,486,EC+B+,100, , , , ,,,196973434737,-24745385,
82,116,5.4524, ,8640,EC+B+,100, , , , ,,,197972015.45,-26067443,
82,117,5.4529, ,5400,EC+B+,100, , , , ,,,198972912.62,-25231734,
82,118,5.4611, ,77400,EC,100, , , , ,,,199971818546,-26250858,
82,119,5.4629, ,33588,EC+B+,100, , , , ,,,200972870431,-25271033,
82,120,5.4705, ,1656738613666.08,EC,100,A,1, , ,,,201972151613,-25940608,
82,121,5.4727, ,186912,EC,100, , , , ,,,202973390617,-24786483,
82,122,5.4803,1.4,4.41796963644288E+024,A, , , , , ,,,203973043506,-25109815,
82,123,5.4828, ,536467741568064,EC,100, , , , ,,,204974481682,-23770162,
82,124,5.4902,24.1, , , , , , , ,,,205974465.21,-23785506,
82,125,5.4943,22.1, , , , , , , ,,,206975896821,-22451968,
82,126,5.5012,52.4, , , , , , , ,,,207976652005,-21748519,
82,127,5.51, ,11642.4,B-,100, , , , ,,,208981089978,-17614574,
82,128,5.5208, ,700563756.635942,B-,100,A,0.0000019, , ,0.02,,209984188381,-14728429,
82,129,5.529, ,2166,B-,100, , , , ,,,210988735288,-10493012,
82,130,5.5396, ,38239.2,B-,100, , , , ,,,211991895891,-7548929,
82,131, , ,612,B-,100, , , , ,,,212996560796,-3203598,
82,132,5.5577, ,1623.6,B-,100, , , , ,,,213999803521,-183019,
82,133, , ,147,B-,100, , , , ,,,215004661591,4342245,
82,134, , ,0.0000003,B-, , , , , ,,,216008062,7510,
82,135, , ,19.9,B-,100, , , , ,,,217013162,12260,
82,136, , ,15,B-,100, , , , ,,,218016779,15630,
82,137, , , ,B-,100, , , , ,,,219022136,20620,
82,138, , ,0.0000003,B-, , , , , ,,,220025905,24130,
83,101, , ,13,A,100, , , , ,,,184001347,1254,
83,102, , ,0.000058,P,90,A,10, , ,,,184997600,-2236,
83,103, , ,15,A,100, , , , ,,,185996623169,-3145497,
83,104, , ,37,A,100, , , , ,,,186993147272,-6383275,
83,105, , ,0.06,A,100, , , , ,,,187992276064,-7194800,
83,106, , ,688,A,100, , , , ,,,188989195139,-10064664,
83,107, , ,6.3,A,90,EC+B+,10,B+F,0.000023,,,189988624828,-10595906,
83,108, , ,12.4,A,51,EC+B+,49, , ,,,190985786972,-13239351,
83,109, , ,34.6,EC+B+,88,A,12, , ,,,191985470077,-13534537,
83,110, , ,63.6,EC+B+,96.5,A,3.5, , ,,,192982947.22,-15884563,
83,111, , ,95,EC+B+,99.54,A,0.46, , ,,,193982798581,-16023020,
83,112, , ,183,EC+B+,99.97,A,0.03, , ,,,194980648759,-18025567,
83,113, , ,308,EC+B+,100,A,0.00115, , ,,,195980666509,-18009032,
83,114, , ,559.8,EC+B+,100,A,0.0001, , ,,,196978864927,-19687196,
83,115, , ,618,EC+B+,100, , , , ,,,197979201316,-19373851,
83,116, , ,1620,EC+B+,100, , , , ,,,198977672841,-20797616,
83,117, , ,2184,EC+B+,100, , , , ,,,199978131.29,-20370574,
83,118, , ,6180,EC+B+,100, , , , ,,,200976995017,-21429006,
83,119,5.484, ,6156,EC+B+,100, , , , ,,,201977723042,-20750854,
83,120,5.4911, ,42336,EC+B+,100, , , , ,,,202976892077,-21524893,
83,121,5.4934, ,40392,EC+B+,100, , , , ,,,203977835687,-20645927,
83,122,5.5008, ,1288224,EC+B+,100, , , , ,,,204977385182,-21065569,
83,123,5.5034, ,539395.2,EC+B+,100, , , , ,,,205978498843,-20028201,
83,124,5.5103, ,995621014.498378,EC+B+,100, , , , ,,,206978470551,-20054554,
83,125,5.5147, ,"1,16129487586499E+016",EC+B+,100, , , , ,,,207979742.06,-18870151,
83,126,5.5211,100,6.34294212089299E+026,A,100, , , , ,,,208980398599,-18258589,
83,127,5.53, ,433036.8,B-,100,A,0.000132, , ,,,209984120237,-14791905,
83,128, , ,128.4,A,99724,B-,276, , ,,,210987268715,-11859116,
83,129,5.5489, ,3633,B-,64.06,A,35.94, , ,,,211991285.03,-8117943,
83,130,5.5586, ,2735.4,B-,97.86,A,2.14, , ,,,212994383.57,-5231671,
83,131, , ,1182.6,B-,99979,A,21,B-A,3,,,213998710909,-1200780,
83,132, , ,456,B-,100, , , , ,,,215001749095,1629272,
83,133, , ,135,B-,100, , , , ,,,216006305985,5873988,
83,134, , ,98.5,B-,100, , , , ,,,217009372,8729963,
83,135, , ,33,B-,100, , , , ,,,218014188,13216038,
83,136, , ,22,B-,100, , , , ,,,219017520,16320,
83,137, , ,0.0000003,B-, , , , , ,,,220022501,20960,
83,138, , ,0.0000003,B-N, ,B-, , , ,,,221025980,24200,
83,139, , ,0.0000003,B-N, ,B-, , , ,,,222031079,28950,
83,140, , ,0.0000003,B-N, ,B-, , , ,,,223034611,32240,
83,141, , ,0.0000003,B-N, ,B-, , , ,,,224039796,37070,
84,102, , ,0.000028,A,100, , , , ,,,186004403174,4101531,
84,103, , ,0.0014,A,100, , , , ,,,187003031482,2823808,
84,104, , ,0.00027,A,100, , , , ,,,187999415586,-544378,
84,105, , ,0.0035,A,100, , , , ,,,188998473425,-1421996,
84,106, , ,0.00245,A,100, , , , ,,,189995101731,-4562708,
84,107, , ,22,A,99, , , , ,,,190994558494,-5068731,
84,108,5.522, ,0.0322,A,99.5,EC+B+,0.5, , ,,,191991340274,-8066483,
84,109, , ,399,A,100, , , , ,,,192991062421,-8325302,
84,110,5.5167, ,392,A,93,EC+B+,7, , ,,,193988186058,-11004617,
84,111, , ,4.64,A,94,EC+B+,6, , ,,,194988065781,-11116655,
84,112,5.5136, ,5.8,A,98,EC+B+,2, , ,,,195985540722,-13468731,
84,113, , ,84,EC+B+,56,A,44, , ,,,196985621939,-13393078,
84,114,5.5146, ,105.6,A,57,EC+B+,43, , ,,,197983388753,-15473278,
84,115, , ,328.2,EC+B+,92.5,A,7.5, , ,,,198983640445,-15238829,
84,116,5.5199, ,690.6,EC+B+,88.9,A,11.1, , ,,,199981812355,-16941683,
84,117, , ,936,EC+B+,98.87,A,1.13, , ,,,200982263799,-16521166,
84,118,5.5281, ,2676,EC+B+,98.08,A,1.92, , ,,,201980738934,-17941569,
84,119, , ,2202,EC+B+,99.89,A,0.11, , ,,,202981416072,-17310819,
84,120,5.5378, ,12668.4,EC+B+,99.33,A,0.67, , ,,,203980310078,-18341045,
84,121,5.5389, ,6264,EC+B+,99.96,A,0.04, , ,,,204981190006,-17521398,
84,122,5.548, ,760320,EC+B+,94.55,A,5.45, , ,,,205980473662,-18188668,
84,123,5.5501, ,20880,EC+B+,99979,A,21, , ,,,206981593334,-17145700,
84,124,5.5584, ,91451971.4743676,A,99996,EC+B+,4, , ,,,207981246035,-17469207,
84,125,5.5628, ,3913058820.84941,A,99546,EC+B+,454, , ,,,208982430361,-16366015,
84,126,5.5704, ,11955686.4,A,100, , , , ,5.3,0.8,209982873686,-15953060,
84,127, , ,516,A,100, , , , ,,,210986653171,-12432492,
84,128, , ,0.0000002943,A,100, , , , ,,,211988867982,-10369408,
84,129, , ,0.000003706,A,100, , , , ,,,212992857154,-6653519,
84,130, , ,0.00016346,A,100, , , , ,,,213995201287,-4469972,
84,131, , ,0.001781,A,99.99977,B-,0.00023, , ,,,214999418385,-541771,
84,132,5.6359, ,145,A,100, , , , ,,,216001913416,1782336,
84,133, , ,1.53,A,95,B-,5, , ,,,217006316145,5883452,
84,134,5.6558, ,185.82,A,99.98,B-,0.02, , ,,,218008971234,8356652,
84,135, , ,620,B-,71.8,A,28.2, , ,,,219013614,12681361,
84,136, , ,0.0000003,B-, , , , , ,,,220016386,15263462,
84,137, , ,112,B-,100, , , , ,,,221021228,19773757,
84,138, , ,550, , , , , , ,,,222024140,22486268,
84,139, , ,0.0000003,B-, , , , , ,,,223029070,27079,
84,140, , ,0.0000003,B-, , , , , ,,,224032110,29910,
84,141, , ,0.0000003,B-, , , , , ,,,225037123,34580,
84,142, , ,0.0000003,B-, , , , , ,,,226040310,37549,
84,143, , ,0.0000003,B-, , , , , ,,,227045390,42281,
85,106, , ,0.0017,A,100, , , , ,,,191004148081,3863913,
85,107, , ,88,A,100, , , , ,,,192003140912,2925742,
85,108, , ,28,A,100, , , , ,,,192999927725,-67323,
85,109, , ,286,A,100,ECF,0.8,EC+B+, ,,,193999230816,-716490,
85,110, , ,0.29,A,100, , , , ,,,194996274.48,-3470299,
85,111, , ,388,A,95.1,EC+B+,4.9, , ,,,195995799034,-3913175,
85,112, , ,388,A,96.1,EC+B+,3.9, , ,,,196993177353,-6355255,
85,113, , ,4.2,A,90,EC+B+,10, , ,,,197992797864,-6708747,
85,114, , ,7.03,A,90,EC+B+,10, , ,,,198990527715,-8823377,
85,115, , ,43,A,52,EC+B+,48, , ,,,199990351099,-8987894,
85,116, , ,85.2,A,71,EC+B+,29, , ,,,200988417058,-10789441,
85,117, , ,184,EC+B+,63,A,37, , ,,,201988625686,-10595106,
85,118, , ,444,EC+B+,69,A,31, , ,,,202986942904,-12162607,
85,119, , ,547.2,EC+B+,96.09,A,3.91, , ,,,203987251393,-11875252,
85,120, , ,1614,EC+B+,90,A,10, , ,,,204986060546,-12984519,
85,121, , ,1836,EC+B+,99.1,A,0.9, , ,,,205986645768,-12439388,
85,122, , ,6516,EC+B+,91.4,A,8.6, , ,,,206985799715,-13227482,
85,123, , ,5868,EC+B+,99.45,A,0.55, , ,,,207986613011,-12469901,
85,124, , ,19512,EC+B+,95.9,A,4.1, , ,,,208986168701,-12883773,
85,125, , ,29160,EC+B+,99825,A,175, , ,,,209987147423,-11972099,
85,126, , ,25970.4,EC,58.2,A,41.8, , ,,,210987496226,-11647191,
85,127, , ,314,A,100, , , , ,,,211990737301,-8628149,
85,128, , ,0.000000125,A,100, , , , ,,,212992936593,-6579522,
85,129, , ,0.000000558,A,100, , , , ,,,213996372331,-3379151,
85,130, , ,0.0001,A,100, , , , ,,,214998651002,-1256583,
85,131, , ,0.0003,A,100,B-,6,EC,0.0000003,,,216002422643,2256678,
85,132, , ,0.0326,A,99993,B-,7, , ,,,217004717794,4394598,
85,133, , ,1.28,A,99.95,B-,0.05, , ,,,218008695941,8100218,
85,134, , ,56,A,93.6,B-,6.4, , ,,,219011160587,10396021,
85,135, , ,222.6,B-,92,A,8, , ,,,220015433,14375748,
85,136, , ,138,B-,100, , , , ,,,221018017,16782729,
85,137, , ,54,B-,100, , , , ,,,222022494,20953028,
85,138, , ,50,B-,100, , , , ,,,223025151,23428008,
85,139, , ,78,B-, , , , , ,,,224029749,27711018,
85,140, , ,0.0000003,B-, , , , , ,,,225032528,30300,
85,141, , ,0.0000003,B-, , , , , ,,,226037209,34660,
85,142, , ,0.0000003,B-N, ,B-, , , ,,,227040183,37430,
85,143, , ,0.0000003,B-, , , , , ,,,228044960,41880,
85,144, , ,0.0000003,B-N, ,B-, , , ,,,229048191,44890,
86,107, , ,0.00115,A,100, , , , ,,,193009707973,9042920,
86,108, , ,0.00078,A,100, , , , ,,,194006145636,5724624,
86,109, , ,6,A,100, , , , ,,,195005421703,5050285,
86,110, , ,0.0044,A,99.9,EC+B+,0.06, , ,,,196002120431,1975169,
86,111, , ,65,A,100, , , , ,,,197001621446,1510368,
86,112, , ,65,EC+B+, ,A, , , ,,,197998679197,-1230320,
86,113, , ,0.59,A,94,EC+B+,6, , ,,,198998325436,-1559846,
86,114, , ,1.03,A,86,EC+B+,14, , ,,,199995705335,-4000454,
86,115, , ,7,A, ,EC+B+, , , ,,,200995590511,-4107413,
86,116,5.5521, ,9.7,A,78,EC+B+,22, , ,,,201993263982,-6274561,
86,117, , ,44.2,A,66,EC+B+,34, , ,,,202993361155,-6184045,
86,118,5.5568, ,74.5,A,72.4,EC+B+,27.6, , ,,,203991443729,-7970115,
86,119,5.5569, ,170,EC+B+,75.4,A,24.6, , ,,,204991723228,-7709764,
86,120,5.564, ,340.2,A,62,EC+B+,38, , ,,,205990195409,-9132918,
86,121,5.5652, ,555,EC+B+,79,A,21, , ,,,206990730224,-8634742,
86,122,5.5725, ,1461,A,62,EC+B+,38, , ,,,207989634513,-9655389,
86,123,5.5743, ,1728,EC+B+,83,A,17, , ,,,208990401389,-8941049,
86,124,5.5813, ,8640,A,96,EC+B+,4, , ,,,209989688862,-9604764,
86,125,5.585, ,52560,EC,72.6,A,27.4, , ,,,210990600767,-8755330,
86,126,5.5915, ,1434,A,100, , , , ,,,211990703946,-8659219,
86,127, , ,0.0194,A,100, , , , ,,,212993885147,-5695949,
86,128, , ,0.000000259,A,100, , , , ,,,213995362.65,-4319664,
86,129, , ,0.0000023,A,100, , , , ,,,214998745037,-1168990,
86,130, , ,0.000045,A,100, , , , ,,,216000271942,253312,
86,131, , ,0.00054,A,100, , , , ,,,217003927632,3658566,
86,132,5.654, ,0.03375,A,100, , , , ,,,218005601123,5217413,
86,133,5.6648, ,3.96,A,100, , , , ,,,219009478683,8829337,
86,134,5.6731, ,55.6,A,100, , , , ,6.29,0.55,220011392443,10611994,
86,135,5.6834, ,1500,B-,78,A,22, , ,,,221015535637,14471354,
86,136,5.6915, ,330350.4,A,100, , , , ,5.49,,222017576017,16371957,
86,137, , ,1458,B-,100, , , , ,,,223021889283,20389738,
86,138, , ,6420,B-,100, , , , ,,,224024095803,22445098,
86,139, , ,279.6,B-,100, , , , ,,,225028485572,26534143,
86,140, , ,444,B-,100, , , , ,,,226030861.38,28747194,
86,141, , ,20.2,B-,100, , , , ,,,227035304393,32885835,
86,142, , ,65,B-,100, , , , ,,,228037835415,35243466,
86,143, , ,12,B-,100, , , , ,,,229042257272,39362400,
87,110, , ,0.0006,A,100, , , , ,,,197011008086,10253968,
87,111, , ,15,A,100, , , , ,,,198010282081,9577698,
87,112, , ,12,A,0,EC+B+, , , ,,,199007269384,6771388,
87,113, , ,49,A,100, , , , ,,,200006584666,6133578,
87,114, , ,62,A,100, , , , ,,,201003852491,3588573,
87,115, , ,0.3,A,100, , , , ,,,202003329637,3101538,
87,116, , ,0.55,A,100, , , , ,,,203000940867,876412,
87,117, , ,1.8,A,92,EC+B+,8, , ,,,204000651972,607308,
87,118, , ,3.9,A,98.5,EC+B+,1.5, , ,,,204998593854,-1309816,
87,119, , ,16,A,84,EC,16, , ,,,205998661441,-1246859,
87,120,5.572, ,14.8,A,95,EC+B+,5, , ,,,206996941.45,-2849021,
87,121,5.5729, ,59.1,A,89,EC+B+,11, , ,,,207997139082,-2664928,
87,122,5.5799, ,50.5,A,89,EC+B+,11, , ,,,208995939701,-3782144,
87,123,5.5818, ,190.8,A,60,EC+B+,40, , ,,,209996410596,-3343508,
87,124,5.5882, ,186,A,80,EC,20, , ,,,210995555189,-4140314,
87,125,5.5915, ,1200,EC+B+,57,A,43, , ,,,211996225.42,-3515998,
87,126,5.5977, ,34.17,A,99.44,EC+B+,0.56, , ,,,212996184.41,-3554199,
87,127, , ,0.0055,A,100, , , , ,,,213998971193,-958327,
87,128, , ,0.000000086,A,100, , , , ,,,215000341534,318137,
87,129, , ,0.0000007,A,100,EC,0.0000002, , ,,,216003189523,2971022,
87,130, , ,0.000022,A,100, , , , ,,,217004631.98,4314663,
87,131, , ,0.0011,A,100, , , , ,,,218007578.62,7059440,
87,132, , ,24,A,100, , , , ,,,219009250664,8616939,
87,133,5.6688, ,27.4,A,99.65,B-,0.35, , ,,,220012326789,11482332,
87,134,5.679, ,294,A,100,B-,0.1, , ,,,221014253714,13277251,
87,135,5.689, ,852,B-,100, , , , ,,,222017582615,16378103,
87,136,5.6951, ,1320,B-,99994,A,6, , ,,,223019734241,18382329,
87,137,5.7061, ,199.8,B-,100, , , , ,,,224023348096,21748614,
87,138,5.7112, ,237,B-,100, , , , ,,,225025572466,23820602,
87,139,5.719, ,49,B-,100, , , , ,,,226029544512,27520539,
87,140,5.7335, ,148.2,B-,100, , , , ,,,227031865413,29682445,
87,141,5.7399, ,38,B-,100, , , , ,,,228035839433,33384221,
87,142, , ,50.2,B-,100, , , , ,,,229038291443,35668253,
87,143, , ,19.1,B-,100, , , , ,,,230042390787,39486769,
87,144, , ,17.6,B-,100, , , , ,,,231045175353,42080575,
87,145, , ,5.5,B-,100, , , , ,,,232049461219,46072834,
87,146, , ,0.9,B-,100,B-N, , , ,,,233052517833,48920052,
88,113, , ,0.0016,A,100,EC+B+, , , ,,,201012814699,11936817,
88,114, , ,16,A,100, , , , ,,,202009742305,9074900,
88,115, , ,31,A,100, , , , ,,,203009233907,8601331,
88,116, , ,57,A,100, , , , ,,,204006506855,6061097,
88,117, , ,0.21,A,100, , , , ,,,205006230692,5803853,
88,118, , ,0.24,A,100, , , , ,,,206003827842,3565613,
88,119, , ,1.35,A,86,EC+B+,14, , ,,,207003772.42,3513988,
88,120,5.585, ,1.3,A,95,EC+B+,5, , ,,,208001855012,1727934,
88,121,5.5853, ,4.8,A,100, , , , ,,,209001994902,1858240,
88,122,5.5917, ,3.7,A,96,EC+B+,4, , ,,,210000475406,442839,
88,123,5.5929, ,13,A,93,EC+B+,7, , ,,,211000893049,831870,
88,124,5.5991, ,13,A,85,EC+B+,15, , ,,,211999786619,-198763,
88,125,5.602, ,163.8,A,86,EC+B+,14, , ,,,213000370971,345557,
88,126,5.6079, ,2438,A,99941,EC,59, , ,,,214000099.56,92740,
88,127, , ,0.00166,A,100, , , , ,,,215002718208,2531995,
88,128, , ,0.000000182,A,100,EC,0.00000001, , ,,,216003533534,3291466,
88,129, , ,0.0000016,A,100, , , , ,,,217006322676,5889536,
88,130, , ,0.00002591,A,100, , , , ,,,218007134297,6645556,
88,131, , ,9,A,100, , , , ,,,219010084715,9393853,
88,132,5.6683, ,18,A,100, , , , ,,,220011027542,10272091,
88,133,5.6795, ,28,A,100, , , , ,,,221013917293,12963877,
88,134,5.6874, ,38,A,100,14C,0.00000003, , ,,,222015373371,14320205,
88,135,5.6973, ,987552,A,100,14C,0.000000089,14C,0.000000077,,,223018500648,17233245,
88,136,5.7046, ,313796.16,A,100,14C,0.000000004, , ,,,224020210361,18825832,
88,137,5.715, ,1287360,B-,100,A,26, , ,,,225023610502,21993044,
88,138,5.7211, ,50491081559.3472,A,100,14C,0.0000000032, , ,4.78,0.187,226025408186,23667576,
88,139,5.7283, ,2532,B-,100, , , , ,,,227029176205,27177464,
88,140,5.737, ,181452324.353904,B-,100, , , , ,,,228031068574,28940194,
88,141,5.7455, ,240,B-,100,A,100, , ,,,229034956703,32561963,
88,142,5.7551, ,5580,B-,100, , , , ,,,230037054776,34516306,
88,143, , ,104,B-,100, , , , ,,,231041027085,38216488,
88,144,5.7714, ,252,B-,100, , , , ,,,232043475267,40496955,
88,145, , ,30,B-,100, , , , ,,,233047594.57,44334062,
88,146, , ,30,B-,100, , , , ,,,234050382.1,46930629,
89,116, , ,0.02,A,100, , , , ,,,205015144152,14106689,
89,117, , ,22,A,100, , , , ,,,206014476477,13484754,
89,118, , ,27,A,100, , , , ,,,207011965967,11146228,
89,119, , ,95,A,99,EC,1, , ,,,208011552251,10760854,
89,120, , ,87,A,100, , , , ,,,209009495375,8844887,
89,121, , ,0.35,A,100,EC+B+, , , ,,,210009408625,8764079,
89,122, , ,0.21,A,100,EC+B+,0.2, , ,,,211007668846,7143485,
89,123, , ,0.88,A,95,EC+B+,5, , ,,,212007836442,7299600,
89,124, , ,738,A,100, , , , ,,,213006592665,6141029,
89,125, , ,8.2,A,89,EC,11, , ,,,214006906.4,6433272,
89,126, , ,0.17,A,99.91,EC+B+,0.09, , ,,,215006474061,6030550,
89,127, , ,0.00044,A,100, , , , ,,,216008749101,8149736,
89,128, , ,0.000000069,A,100,EC+B+,2, , ,,,217009342325,8702321,
89,129, , ,0.00000103,A,100, , , , ,,,218011648.86,10850845,
89,130, , ,0.0000118,A,100, , , , ,,,219012420425,11569553,
89,131, , ,0.0264,A,100,EC,0.0005, , ,,,220014754527,13743755,
89,132, , ,52,A,100, , , , ,,,221015599721,14531048,
89,133, , ,5,A,99,EC+B+,1, , ,,,222017844232,16621797,
89,134, , ,126,A,99,EC,1, , ,,,223019135982,17825055,
89,135, , ,10008,EC,90.9,A,9.1, , ,,,224021722249,20234148,
89,136, , ,857088,A,100,14C,5.3E-10, , ,,,225023228601,21637305,
89,137, , ,105732,B-,83,EC,17,A,6,,,226026096999,24309201,
89,138, , ,687057392.318817,B-,98.62,A,1.38, , ,,,227027750594,25849515,
89,139, , ,22140,B-,100, , , , ,,,228031019685,28894654,
89,140, , ,3762,B-,100, , , , ,,,229032947,30689936,
89,141, , ,122,B-,100,B-F,0.0000012, , ,,,230036327,33838386,
89,142, , ,450,B-,100, , , , ,,,231038393,35762853,
89,143, , ,119,B-,100, , , , ,,,232042034,39154423,
89,144, , ,143,B-,100, , , , ,,,233044346,41308037,
89,145, , ,44,B-,100, , , , ,,,234048139,44841195,
89,146, , ,62, , , , , , ,,,235050840,47357160,
89,147, , ,72,B-, , , , , ,,,236054988,51220998,
90,118, , ,0.0017,A,100, , , , ,,,208017915348,16688041,
90,119, , ,0.0025,A,100, , , , ,,,209017601,16395,
90,120, , ,16,A,100,EC+B+, , , ,,,210015093515,14059521,
90,121, , ,37,EC+B+, ,A, , , ,,,211014896923,13876396,
90,122, , ,0.0317,A,100, , , , ,,,212013001.57,12110886,
90,123, , ,146,A,100, , , , ,,,213013011.47,12120108,
90,124, , ,87,A,100, , , , ,,,214011481.48,10694932,
90,125, , ,1.2,A,100, , , , ,,,215011724.64,10921434,
90,126, , ,26,A,100,EC+B+,0.01, , ,,,216011055933,10298537,
90,127, , ,0.000252,A,100, , , , ,,,217013103443,12205780,
90,128, , ,0.000000122,A,100, , , , ,,,218013276248,12366747,
90,129, , ,0.000001025,A,100, , , , ,,,219015526432,14462780,
90,130, , ,0.0000097,A,100,EC,0.0000002, , ,,,220015769866,14689538,
90,131, , ,0.00174,A,100, , , , ,,,221018185757,16939926,
90,132, , ,0.00224,A,100, , , , ,,,222018468.22,17203039,
90,133, , ,0.6,A,100, , , , ,,,223020811083,19385402,
90,134, , ,1.04,A,100, , , , ,,,224021466137,19995581,
90,135, , ,525,A,90,EC,10, , ,,,225023950975,22310193,
90,136, , ,1834.2,A,100, , , , ,,,226024903699,23197649,
90,137,5.7404, ,1615420.8,A,100, , , , ,,,227027702546,25804759,
90,138,5.7488, ,60324219.6930301,A,100, , , , ,,,228028739741,26770899,
90,139,5.7557, ,248668576679.785,A,100, , , , ,,,229031761357,29585517,
90,140,5.767,0.02,2379392218484237,A,100,24NE,5.8E-11,SF,4E-12,,,230033132267,30862512,
90,141, , ,91872,B-,100,A,4E-11, , ,,,231036302764,33815811,
90,142,5.7848,99.98,4.41796963644288E+017,A,100,SF,0.0000000011, , ,4.08,0.06,232038053606,35446710,
90,143, , ,1309.8,B-,100, , , , ,,,233041580126,38731642,
90,144, , ,2082240,B-,100, , , , ,,,234043599801,40612958,
90,145, , ,432,B-,100, , , , ,,,235047255,44017754,
90,146, , ,2238,B-,100, , , , ,,,236049657,46255203,
90,147, , ,288,B-,100, , , , ,,,237053629,49955097,
90,148, , ,564,B-,100, , , , ,,,238056388,52525,
91,120, , ,0.0000003,P, ,EC+B+, ,A, ,,,211023674036,22052226,
91,121, , ,0.0051,A,100, , , , ,,,212023184819,21596523,
91,122, , ,0.0053,A,100, , , , ,,,213021099644,19654194,
91,123, , ,17,A,100, , , , ,,,214020891055,19459895,
91,124, , ,14,A,100, , , , ,,,215019113955,17804537,
91,125, , ,0.15,A,98,EC,2, , ,,,216019134633,17823799,
91,126, , ,0.0038,A,100, , , , ,,,217018309024,17054748,
91,127, , ,0.000109,A,100, , , , ,,,218020021133,18649568,
91,128, , ,0.000000054,A,100, , , , ,,,219019949909,18583223,
91,129, , ,0.00000078,A,100,EC+B+,0.0000003, , ,,,220021769753,20278397,
